;;;;;;Taux EUR/USD:;$1,10;;;;PRIX PUBLIC;;;PRIX PRO;;; PRIX FRANCHISE ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Référence;Ref fournisseur;Fournisseur;PRODUITS;Libellé d'origine;UNIT;PMP ACHAT HT $;PMP ACHAT HT €;Port;PAHT+FRAIS;PAHT+FRAIS;PV PUBLIC HT;MARGE % PRIX PUBLIC; PV PUBLIC TTC ;Prix PRO;Remise CLUB;Marge/ PRIX CLUB; Prix FRANCHISE ;Remise FRANCHISE;Marge FRANCHISE;POIDS Net;"POIDSBrut";Famille Produit;Dimensions;Code Compta;Description;Photos;TVA;Code EAN;Date arrivée catalogue;M3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3532;1173-30B;WOHLSTAND;KETTLEBELL 40 KG;KETTLEBELL 40KG;PIECE;$49,20;44,73 €;15%;51,44 €;51,44 €;111,00 €;53,66%; 133,20 € ;99,90 €;-10,00%;48,51%; 94,35 € ;-15,00%;42,61%;40;41,60;CROSS TRAINING;;707600;"Le kettlebell se compose d'une poignée chromée et d'une base revêtue de caoutchouc noir pour protéger vos sols.Utilisé pour de multiples activités comme l’athlétisme, le rugby et l'entraînement de l'armée, il est tout aussi utile pour la préparation physique individuelle ou en cours collectifs.";;20,00%;3760223791839;août-14;0,030272;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2970;1173-30B;WOHLSTAND;KETTLEBELL 6KG;KETTLEBELL 6KG;PIECE;$7,38;6,71 €;15%;7,72 €;7,72 €;18,90 €;59,18%; 22,68 € ;17,01 €;-10,00%;54,64%; 16,07 € ;-15,00%;49,45%;6;6,30;CROSS TRAINING;;707600;"Le kettlebell se compose d'une poignée chromée et d'une base revêtue de caoutchouc noir pour protéger vos sols.Utilisé pour de multiples activités comme l’athlétisme, le rugby et l'entraînement de l'armée, il est tout aussi utile pour la préparation physique individuelle ou en cours collectifs.";;20,00%;3760223791235;août-13;0,006789869;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2971;1173-30B;WOHLSTAND;KETTLEBELL 8 KG;KETTLEBELL 8KG;PIECE;$9,84;8,95 €;15%;10,29 €;10,29 €;25,20 €;59,18%; 30,24 € ;22,68 €;-10,00%;54,64%; 21,42 € ;-15,00%;49,45%;8;8,40;CROSS TRAINING;;707600;"Le kettlebell se compose d'une poignée chromée et d'une base revêtue de caoutchouc noir pour protéger vos sols.Utilisé pour de multiples activités comme l’athlétisme, le rugby et l'entraînement de l'armée, il est tout aussi utile pour la préparation physique individuelle ou en cours collectifs.";;20,00%;3760223791242;août-13;0,009053159;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3586;;RECORD;KETTLEBELL CAST IRON 10 KG;;PIECE;$7,80;7,09 €;10%;7,80 €;7,80 €;22,00 €;64,55%; 26,40 € ;20,90 €;-5,00%;62,68%; 19,80 € ;-10,00%;58,53%;10;10,49;CROSS TRAINING;;707600;;;20,00%;3760223794229;août-15;0,009824963;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3587;;RECORD;KETTLEBELL CAST IRON 12 KG;;PIECE;$9,36;8,51 €;10%;9,36 €;9,36 €;26,50 €;64,68%; 31,80 € ;25,18 €;-5,00%;62,82%; 23,85 € ;-10,00%;58,69%;12;12,59;CROSS TRAINING;;707600;;;20,00%;3760223794236;août-15;0,011789956;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3588;;RECORD;KETTLEBELL CAST IRON 16 KG;;PIECE;$12,48;11,35 €;10%;12,48 €;12,48 €;35,00 €;64,34%; 42,00 € ;33,25 €;-5,00%;62,47%; 31,50 € ;-10,00%;58,30%;16;16,78;CROSS TRAINING;;707600;;;20,00%;3760223794243;août-15;0,015719941;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3589;;RECORD;KETTLEBELL CAST IRON 20 KG;;PIECE;$15,60;14,18 €;10%;15,60 €;15,60 €;44,00 €;64,55%; 52,80 € ;41,80 €;-5,00%;62,68%; 39,60 € ;-10,00%;58,53%;20;20,61;CROSS TRAINING;;707600;;;20,00%;3760223794250;août-15;0,017700265;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3590;;RECORD;KETTLEBELL CAST IRON 24 KG;;PIECE;$18,72;17,02 €;10%;18,72 €;18,72 €;53,00 €;64,68%; 63,60 € ;50,35 €;-5,00%;62,82%; 47,70 € ;-10,00%;58,69%;24;24,73;CROSS TRAINING;;707600;;;20,00%;3760223794267;août-15;0,021240318;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3591;;RECORD;KETTLEBELL CAST IRON 28 KG;;PIECE;$21,84;19,85 €;10%;21,84 €;21,84 €;62,00 €;64,77%; 74,40 € ;58,90 €;-5,00%;62,92%; 55,80 € ;-10,00%;58,80%;28;29,08;CROSS TRAINING;;707600;;;20,00%;3760223794274;août-15;0,020895323;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3592;;RECORD;KETTLEBELL CAST IRON 32 KG;;PIECE;$24,96;22,69 €;10%;24,96 €;24,96 €;70,00 €;64,34%; 84,00 € ;66,50 €;-5,00%;62,47%; 63,00 € ;-10,00%;58,30%;32;33,23;CROSS TRAINING;;707600;;;20,00%;3760223794281;août-15;0,023880369;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3584;;RECORD;KETTLEBELL CAST IRON 4 KG;;PIECE;$3,12;2,84 €;10%;3,12 €;3,12 €;8,80 €;64,55%; 10,56 € ;8,36 €;-5,00%;62,68%; 7,92 € ;-10,00%;58,53%;4;4,28;CROSS TRAINING;;707600;;;20,00%;3760223794298;août-15;0,004526579;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3585;;RECORD;KETTLEBELL CAST IRON 8 KG;;PIECE;$6,24;5,67 €;10%;6,24 €;6,24 €;17,70 €;64,75%; 21,24 € ;16,82 €;-5,00%;62,89%; 15,93 € ;-10,00%;58,77%;8;8,56;CROSS TRAINING;;707600;;;20,00%;3760223794304;août-15;0,009053159;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3705;CF1001 R3 ;RISING;KETTLEBELL STORAGE;KETTLEBELL STORAGE;PIECE;$45,00;40,91 €;15%;47,05 €;47,05 €;91,00 €;48,30%; 109,20 € ;84,18 €;-7,50%;44,11%; 79,63 € ;-12,50%;37,81%;3,5;4,00;CROSS TRAINING;;707600;Rack de rangement pour 4 à 6 kettlebells à accrocher à la cage functional training.;;20,00%;3760223792867;août-14;0,028572;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3536;;MUSIC STOCK;KIT CABLE;Kit cablage sono;SET;;37,80 €;;37,80 €;37,80 €;42,00 €;10,00%; 50,40 € ;42,00 €;;10,00%;42,00 €;;10,00%;;2,00;ÉQUIPEMENT;;707600;Kit indispensable pour l'utilisation d'une sono.;;20,00%;;août-14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2322;642045;AMAYA;KIT DE PARCOURS;ADJUSTABLE CONE HURDLES;SET;;11,55 €;10%;12,71 €;12,71 €;22,50 €;43,53%; 27,00 € ;20,81 €;-7,50%;38,95%; 19,69 € ;-12,50%;32,07%;;1,00;COACHING;;707600;Kit de parcours composé de deux cônes, deux supports et une barre d'obstacle. Permet la réalisation de parcours d'entraînement et de circuit outdoor.;;20,00%;;août-13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2517;609 893;AMAYA;KIT DE SAUT AJUSTABLE;Adjustable jumping kit;PIECE;;31,91 €;10%;35,10 €;35,10 €;130,00 €;73,00%; 156,00 € ;113,75 €;-12,50%;69,14%; 107,25 € ;-17,50%;65,55%;1,3;1,5;COACHING;;707600;;;20,00%;;août-16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2516;609 892;AMAYA;KIT ELASTUBE;Resistance band kit;PIECE;;22,43 €;10%;24,67 €;24,67 €;39,48 €;37,51%; 47,37 € ;39,48 €;;37,51%;39,48 €;;34,23%;2,3;2,7;FITNESS;;707600;1 accroche, 2 poignées, 2 chevillères, 5 élastiques de niveaux de résistance différents.;;20,00%;;août-16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2329;;WOHLSTAND;KIT PUMP 20KG (JAUNE/VERT/ORANGE);PUMP SET COLOR 20KG;SET;$26,40;24,00 €;15%;27,60 €;27,60 €;64,05 €;56,91%; 76,86 € ;54,44 €;-15,00%;49,30%; 52,84 € ;-17,50%;45,02%;;20,00;FITNESS;;707600;Kit de pump de 17,5kg, poids de couleur très tendance, en caoutchouc de forme octogonale donc fixes quand posés sur la barre, au sol. Barre en caoutchouc, anti glisse et lavable à l’eau.;;20,00%;3760223792874;août-13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2312;;WOHLSTAND;KIT PUMP 20KG (ROSE/JAUNE/VERT);PUMP SET COLOR 20KG;SET;$26,40;24,00 €;15%;27,60 €;27,60 €;64,05 €;56,91%; 76,86 € ;54,44 €;-15,00%;49,30%; 52,84 € ;-17,50%;45,02%;20;21,26;FITNESS;;707600;Kit de pump de 17,5kg, poids de couleur très tendance, en caoutchouc de forme octogonale donc fixes quand posés sur la barre, au sol. Barre en caoutchouc, anti glisse et lavable à l’eau.;;20,00%;3760223791846;août-15;0,017345797;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3537;;WOHLSTAND;KIT PUMP 20KG NOIR;PUMP SET BLACK 20KG;SET;$25,28;22,98 €;15%;26,43 €;26,43 €;64,05 €;58,74%; 76,86 € ;54,44 €;-15,00%;51,46%; 52,84 € ;-17,50%;47,35%;20;21,26;FITNESS;;707600;"Le kit de pump 20kg se compose d'une barre en caoutchouc, anti-glisse et lavable à l'eau, et de poids de couleur en caoutchouc de forme octogonale.";;20,00%;3760223791853;août-14;0,017345797;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1772;;WOHLSTAND;KIT PUMP 40KG (JAUNE/VERT/ORANGE/BLEU);PUMP SET COLOR 20KG;SET;$50,00;45,45 €;15%;52,27 €;52,27 €;124,05 €;57,86%; 148,86 € ;105,44 €;-15,00%;50,43%; 102,34 € ;-17,50%;46,23%;;40,00;FITNESS;;707600;;;20,00%;3760223793642;août-15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1771;;WOHLSTAND;KIT PUMP 40KG (ROSE/JAUNE/VERT/BLEU);PUMP SET COLOR 20KG;SET;$50,00;45,45 €;15%;52,27 €;52,27 €;124,05 €;57,86%; 148,86 € ;105,44 €;-15,00%;50,43%; 102,34 € ;-17,50%;46,23%;;40,00;FITNESS;;707600;;;20,00%;3760223793635;août-15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1770;;WOHLSTAND;KIT PUMP 40KG NOIR;PUMP SET BLACK 20KG;SET;$45,68;41,53 €;15%;47,76 €;47,76 €;124,05 €;61,50%; 148,86 € ;105,44 €;-15,00%;54,71%; 102,34 € ;-17,50%;50,88%;;40,00;FITNESS;;707600;;;20,00%;3760223793628;févr-16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2903;;WOHLSTAND;KIT PUMP 8,5KG COULEUR (JAUNE/VERT);PUMP SET COLOR 8,5KG;SET;$15,60;14,18 €;15%;16,31 €;16,31 €;36,00 €;54,70%; 43,20 € ;30,60 €;-15,00%;46,70%; 29,70 € ;-17,50%;42,20%;10,1;10,44;FITNESS;;707600;"Kit de pump de 8,5kg composé de disques en caoutchouc de forme octogonale les rendant ainsi fixes lorsqu'ils sont posés au sol. La barre est en caoutchouc, anti-glisse et lavable à l'eau.Idéal pour sculpter, renforcer et tonifier votre corps rapidement. Pratique, solide et hygiénque.";;20,00%;;août-14;0,010864016;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2900;;WOHLSTAND;KIT PUMP 8,5KG COULEUR (ROSE/JAUNE);PUMP SET COLOR 8,5KG;SET;$15,60;14,18 €;15%;16,31 €;16,31 €;36,00 €;54,70%; 43,20 € ;30,60 €;-15,00%;46,70%; 29,70 € ;-17,50%;42,20%;10,1;10,44;FITNESS;;707600;"Kit de pump de 8,5kg composé de disques en caoutchouc de forme octogonale les rendant ainsi fixes lorsqu'ils sont posés au sol. La barre est en caoutchouc, anti-glisse et lavable à l'eau.Idéal pour sculpter, renforcer et tonifier votre corps rapidement. Pratique, solide et hygiénque.";;20,00%;3760223792881;août-14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2901;;WOHLSTAND;KIT PUMP 8,5KG NOIR;PUMP SET BLACK 8,5KG;SET;$15,12;13,75 €;15%;15,81 €;15,81 €;36,00 €;56,09%; 43,20 € ;30,60 €;-15,00%;48,34%; 29,70 € ;-17,50%;43,98%;10,1;10,44;FITNESS;;707600;"Kit de pump de 8,5kg composé de disques en caoutchouc de forme octogonale les rendant ainsi fixes lorsqu'ils sont posés au sol. La barre est en caoutchouc, anti-glisse et lavable à l'eau.Idéal pour sculpter, renforcer et tonifier votre corps rapidement. Pratique, solide et hygiénque.";;20,00%;;août-14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1636;ELN 450010;ELINA;LADDER BARREL;BARRIL ESCALERA BASE ACERO;PIECE;;671,50 €;10%;738,65 €;738,65 €;1 120,00 €;34,05%; 1 344,00 € ;1 120,00 €;;34,05%;1 120,00 €;;30,58%;;35,00;MÉTHODES DOUCES;120x60x100cm;707100;"Le Ladder Barrel, véritable outil Pilates, permet de renforcer tout le corps, de mobiliser la colonne vertébrale en extension, en flexion vers l'avant et latérale, et de travailler les étirements et l’équilibre.Il permet d’apporter une multitude de variations des mouvements Pilates au sol.Adapté pour les débutants et confirmés en coaching ou en minicours collectifs, le Ladder Barrel permet de ressentir différemment les mouvements Pilates effectués au sol, et de progresser plus rapidement.";;20,00%;;août-13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5045;V16;BODY TONE;LAT PULLDOWN & ROW - V16;Polea alta y baja / Lat Pulldown & Row - 90 kg;PIECE;;830,00 €;10%;913,00 €;913,00 €;2 075,00 €;56,00%; 2 490,00 € ;1 608,13 €;-22,50%;43,23%; 1 504,38 € ;-27,50%;36,12%;;186,00;MACHINES MUSCULATION;;707100;;;20,00%;;août-15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5023;E14;BODY TONE;LAT PULLDOWN 95KG - E14;Dorsales isolaterales / Lat Pulldown   (95 kg);PIECE;;1 194,00 €;10%;1 313,40 €;1 313,40 €;2 985,00 €;56,00%; 3 582,00 € ;2 313,38 €;-22,50%;43,23%; 2 164,13 € ;-27,50%;36,12%;;216,00;MACHINES MUSCULATION;;707100;;;20,00%;;août-15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5026;E24;BODY TONE;LATERAL RAISE - E24;Elevaciones laterales / Lateral Raise  (71 kg);PIECE;;1 164,00 €;10%;1 280,40 €;1 280,40 €;2 910,00 €;56,00%; 3 492,00 € ;2 255,25 €;-22,50%;43,23%; 2 109,75 € ;-27,50%;36,12%;;173,00;MACHINES MUSCULATION;;707100;;;20,00%;;août-15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1928;;AZUNI;LATTES CAOUTCHOUC (LOT DE 12PCS);;LOT DE 12;$6,72;6,11 €;15%;7,03 €;7,03 €;19,00 €;63,02%; 22,80 € ;15,68 €;-17,50%;55,18%; 14,73 € ;-22,50%;49,78%;;1,20;COACHING;;707600;;;20,00%;3760223790979;août-16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2621;;MUSIC STOCK;LECTEUR CD USB-MP3 NUMARK;Lecteur CD MP103USB;PIECE;;190,50 €;;190,50 €;190,50 €;211,67 €;10,00%; 254,00 € ;211,67 €;;10,00%;211,67 €;;10,00%;;6,00;ÉQUIPEMENT;270x482x91mm;707600;"Lecteur CD MP3/USB Numark MP103USB, de niveau professionnel.";;20,00%;;août-13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5005;E52;BODY TONE;LEG EXTENSIONS - E52;Extensiones / Leg Extensions   (95 kg);PIECE;;1 194,00 €;10%;1 313,40 €;1 313,40 €;2 985,00 €;56,00%; 3 582,00 € ;2 313,38 €;-22,50%;43,23%; 2 164,13 € ;-27,50%;36,12%;;224,00;MACHINES MUSCULATION;;707100;;;20,00%;;août-15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5049;V52;BODY TONE;LEG EXTENSIONS - V52;Extensiones  / Leg Extensions  - 90 kg;PIECE;;830,00 €;10%;913,00 €;913,00 €;2 075,00 €;56,00%; 2 490,00 € ;1 608,13 €;-22,50%;43,23%; 1 504,38 € ;-27,50%;36,12%;;182,00;MACHINES MUSCULATION;;707100;;;20,00%;;août-15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5009;E59;BODY TONE;LEG PRESS - E59;Prensa horizaontal / Leg press  (95 kg);PIECE;;1 438,00 €;10%;1 581,80 €;1 581,80 €;3 595,00 €;56,00%; 4 314,00 € ;2 786,13 €;-22,50%;43,23%; 2 606,38 € ;-27,50%;36,12%;;275,00;MACHINES MUSCULATION;;707100;;;20,00%;;août-15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5053;V59;BODY TONE;LEG PRESS - V59;Prensa horizontal / Leg Press  - 120 kg;PIECE;;1 000,00 €;10%;1 100,00 €;1 100,00 €;2 500,00 €;56,00%; 3 000,00 € ;1 937,50 €;-22,50%;43,23%; 1 812,50 € ;-27,50%;36,12%;;231,00;MACHINES MUSCULATION;;707100;;;20,00%;;août-15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5043;PE006;BODY TONE;LEG PRESS AND HACK SQUAT;Prensa Jaca / Leg Press and Hack Squat;PIECE;;958,00 €;10%;1 053,80 €;1 053,80 €;2 395,00 €;56,00%; 2 874,00 € ;1 796,25 €;-25,00%;41,33%;1 796,25 €;-25,00%;38,25%;;157,00;MACHINES MUSCULATION;;707100;;;20,00%;;août-15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3223;;TOTAL GYM;LEG TRAINER;;PIECE;$777,00;706,36 €;15%;812,32 €;812,32 €;1 357,40 €;40,16%; 1 628,88 € ;1 357,40 €;;40,16%;1 357,40 €;;37,01%;;52,00;CARDIO TRAINING;;707100;;;20,00%;;août-14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3119;;JTB STORE;LEGGINGS;;PIECE;;14,00 €;;14,00 €;14,00 €;20,00 €;30,00%; 24,00 € ;20,00 €;;30,00%;20,00 €;;30,00%;;0,30;VÊTEMENTS;;;;;20,00%;;août-15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3121L;;JTB STORE;LEGGINGS C / L;;PIECE;;21,00 €;;21,00 €;21,00 €;30,00 €;30,00%; 36,00 € ;30,00 €;;30,00%;30,00 €;;30,00%;;0,30;VÊTEMENTS;;;;;20,00%;;août-15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3121M;;JTB STORE;LEGGINGS C / M;;PIECE;;21,00 €;;21,00 €;21,00 €;30,00 €;30,00%; 36,00 € ;30,00 €;;30,00%;30,00 €;;30,00%;;0,30;VÊTEMENTS;;;;;20,00%;;août-15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3121S;;JTB STORE;LEGGINGS C / S;;PIECE;;21,00 €;;21,00 €;21,00 €;30,00 €;30,00%; 36,00 € ;30,00 €;;30,00%;30,00 €;;30,00%;;0,30;VÊTEMENTS;;;;;20,00%;;août-15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3115;;JTB STORE;LEGGINGS FANTASY;;PIECE;;21,00 €;;21,00 €;21,00 €;30,00 €;30,00%; 36,00 € ;30,00 €;;30,00%;30,00 €;;30,00%;;0,30;VÊTEMENTS;;;;;20,00%;;août-15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1763;;KLIFESPORT;LF BIKE NOIR;;PIECE;$349,70;317,91 €;10%;349,70 €;349,70 €;1 400,90 €;75,04%; 1 681,08 € ;749,48 €;-46,50%;53,34%;749,48 €;-46,50%;50,89%;70;77,00;FITNESS;;;;;20,00%;3760223794182;août-16;0,325458;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1763V;;KLIFESPORT;LF BIKE VERT;;PIECE;$349,70;317,91 €;10%;349,70 €;349,70 €;1 400,90 €;75,04%; 1 681,08 € ;749,48 €;-46,50%;53,34%;749,48 €;-46,50%;50,89%;70;77,00;FITNESS;;;;;20,00%;3760223794328;août-16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3559;CE6500B ;RISING;LF SUSPENSION TRAINER JAUNE;SUSPENSION SYSTEM;SET;$17,20;15,64 €;15%;17,98 €;17,98 €;49,00 €;63,30%; 58,80 € ;42,88 €;-12,50%;58,06%; 40,43 € ;-17,50%;53,18%;1,1;1,20;CROSS TRAINING; : 120cm;707600;Sangle de suspension avec système d’accroche réglable, fonctionnel, résistant et confortable. Ce système utilise le poids du corps et la gravité pour un renforcement musculaire total. Possibilité d’utiliser la partie inférieure séparément.;;20,00%;3760223790436;août-14;0,0051;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1973;CE6500B ;RISING;LF SUSPENSION TRAINER ROSE;SUSPENSION SYSTEM;SET;$17,20;15,64 €;15%;17,98 €;17,98 €;49,00 €;63,30%; 58,80 € ;42,88 €;-12,50%;58,06%; 40,43 € ;-17,50%;53,18%;1,1;1,20;CROSS TRAINING; : 120cm;707600;Sangle de suspension avec système d’accroche réglable, fonctionnel, résistant et confortable. Ce système utilise le poids du corps et la gravité pour un renforcement musculaire total. Possibilité d’utiliser la partie inférieure séparément.;;20,00%;3760223793925;août-16;0,0051;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4002;550830;AMAYA;LOG BAR;;PIECE;;99,00 €;10%;108,90 €;108,90 €;169,00 €;35,56%; 202,80 € ;169,00 €;;35,56%;169,00 €;;32,17%;;35,00;CROSS TRAINING;;707600;;;20,00%;;août-15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3956;;WOHLSTAND;LOT POWER BAND LIGHT;;SET;$10,60;9,64 €;15%;11,08 €;11,08 €;45,00 €;75,37%; 54,00 € ;34,88 €;-22,49%;68,23%; 33,75 € ;-25,00%;65,44%;0,9;0,90;CROSS TRAINING;;707600;;;20,00%;3760223792898;août-15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3957;CE6501 ;WOHLSTAND;LOT POWER BAND STRONG;;SET;$30,92;28,11 €;15%;32,33 €;32,33 €;85,00 €;61,97%; 102,00 € ;65,88 €;-22,49%;50,93%; 63,75 € ;-25,00%;46,62%;1,3;1,30;CROSS TRAINING;;707600;Élastique de résistance. En latex très résistant, il peut être utilisé seul ou avec une barre. Vendu par lot de 3 :  EXTRA LIGHT / LIGHT / MEDIUM MEDIUM / STRONG / EXTRA STRONG;;20,00%;3760223792904;août-15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5006;E12;BODY TONE;LOW ROW 95KG - E12;Remo bajo /Low row  (95 kg);PIECE;;1 194,00 €;10%;1 313,40 €;1 313,40 €;2 985,00 €;56,00%; 3 582,00 € ;2 313,38 €;-22,50%;43,23%; 2 164,13 € ;-27,50%;36,12%;;243,00;MACHINES MUSCULATION;;707100;;;20,00%;;août-15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4045;609293;AMAYA;MAGNESIE (8 BLOCS DE 55G);;SET;;11,85 €;10%;13,04 €;13,04 €;19,00 €;31,39%; 22,80 € ;17,10 €;-10,00%;23,77%; 17,10 € ;-10,00%;19,76%;;0,50;CROSS TRAINING;;707600;;;20,00%;;août-15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2358;1103-61;WOHLSTAND;MANCHON MOUSSE ;BARBELL PAD;PIECE;$2,95;2,68 €;15%;3,08 €;3,08 €;13,50 €;77,15%; 16,20 € ;10,13 €;-25,00%;69,54%; 9,45 € ;-30,00%;65,65%;0,4;0,46;MUSCULATION;Longueur: 40cm;707600;Manchon pour barre de musculation en mousse, étudié pour le confort de la nuque des pratiquants de squat. ;;20,00%;3760223791860;août-13;0,00275184;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1945;;HERRMAN;MANNEQUIN DE FRAPPE LF;SAC DE FRAPPE 180CM SYNTHETIC;PIECE;$96,35;87,59 €;15%;100,73 €;100,73 €;310,00 €;67,51%; 372,00 € ;279,00 €;-10,00%;63,90%; 263,50 € ;-15,00%;59,76%;6;7,00;FITNESS;;707600;;;20,00%;3760223792911;août-15;0,45363;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1978;;KYLIN;MANTA RAY;;PIECE;$3,70;3,36 €;15%;3,87 €;3,87 €;25,00 €;84,53%; 30,00 € ;15,00 €;-40,00%;74,21%; 14,38 € ;-42,50%;71,67%;0,25;0,30;MUSCULATION;;707600;;;20,00%;3760223793987;août-16;0,002;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4050;;HELISPORTS;MARTEAU 10KG;Hastings Marteau de Crossfit 10kg;PIECE;;30,55 €;10%;33,61 €;33,61 €;60,00 €;43,99%; 72,00 € ;60,00 €;;43,99%; 57,00 € ;-5,00%;37,94%;;10,00;CROSS TRAINING;;707600;;;20,00%;;août-15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4048;;HELISPORTS;MARTEAU 6KG;Hastings Marteau de Crossfit 6kg;PIECE;;18,33 €;10%;20,16 €;20,16 €;36,00 €;43,99%; 43,20 € ;36,00 €;;43,99%; 34,20 € ;-5,00%;37,94%;;6,00;CROSS TRAINING;;707600;;;20,00%;;août-15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4049;;HELISPORTS;MARTEAU 8KG;Hastings Marteau de Crossfit 8kg;PIECE;;24,44 €;10%;26,88 €;26,88 €;48,00 €;43,99%; 57,60 € ;48,00 €;;43,99%; 45,60 € ;-5,00%;37,94%;;8,00;CROSS TRAINING;;707600;;;20,00%;;août-15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1639;;RISING;MEDECINE BALL 1KG;MEDECINE BALL 1KG;PIECE;US$7,00;6,36 €;15%;7,32 €;7,32 €;15,00 €;51,21%; 18,00 € ;14,25 €;-5,00%;48,64%; 13,50 € ;-10,00%;42,94%;1;1,50;CROSS TRAINING;;707600;"Medecine ball pour les entraînements intérieurs et extérieurs, cardio-vasculaires et d’endurance.Utilisation également pour les sports collectifs, le coaching et la rééducation.Ballon lesté en caoutchouc pour une meilleure prise en main.";;20,00%;3760223792935;août-13;0,0084;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1640;;RISING;MEDECINE BALL 2KG;MEDECINE BALL 2KG;PIECE;US$8,30;7,55 €;15%;8,68 €;8,68 €;20,00 €;56,61%; 24,00 € ;18,00 €;-10,00%;51,79%; 17,00 € ;-15,00%;46,27%;2;2,50;CROSS TRAINING;;707600;"Medecine ball pour les entraînements intérieurs et extérieurs, cardio-vasculaires et d’endurance.Utilisation également pour les sports collectifs, le coaching et la rééducation.Ballon lesté en caoutchouc pour une meilleure prise en main.";;20,00%;3760223792072;août-13;0,0084;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1641;;RISING;MEDECINE BALL 3KG;MEDECINE BALL 3KG;PIECE;US$9,80;8,91 €;15%;10,25 €;10,25 €;25,00 €;59,02%; 30,00 € ;20,63 €;-17,50%;50,33%; 19,38 € ;-22,50%;44,34%;3;3,50;CROSS TRAINING;;707600;"Medecine ball pour les entraînements intérieurs et extérieurs, cardio-vasculaires et d’endurance.Utilisation également pour les sports collectifs, le coaching et la rééducation.Ballon lesté en caoutchouc pour une meilleure prise en main.";;20,00%;3760223792089;août-13;0,0144;;;;;;;;;;;;;;;;;;;;;;;;;;;;
