;;;;;;;;;;;;;;;;;;;$401ÿ759;;;;;;;;;;;;;;;;;;;;;;;;Reste … facturer LF:;$401ÿ758,62;;;;;;;;;CALCUL COUT IMPORT CONTAINER;;;;;;;2;;;;;;15/02/17;1 Euro =;$1,1200;;;;;;;Soumis … TVA;;;;;Non-soumis … TVA;;;;;;;;;Fournisseurs;Date Paiement;Temps de Production;Date Mise … Dispo;Incoterm;D‚part Container;Arriv‚e Havre;Livraison Saint Avertin;Transitaire;Tarif Transitaire;Documents Transitaires;Temps de Trajet Total;Temps Total;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;Container;Fournisseurs;Nø;;Fournisseurs;Client;Espace Total;Espace annonc‚;Espace Utilis‚;Espace restant;%;Espace Th‚orique;POIDS;Poids r‚el;Valeur;Date Paiement;ETD;ETA Havre;ETA LF;Heure;docs douanes: Facture/PL;Docs LF: Facture + Estimation;Incoterm;Transitaire;Nø Dossier Qualitair;Nø Container;;Nø Cont.;Client;TOTAL TTC;TOTAL HT;Montant TVA;Type;ETA;ETD;;;;;;Co–t Fret;Valeur Marchandise;$1,0920;Tx de change VRAI;Tx de change transitaire;Tx de change transitaire;% Droits Douane;% Transport;Incoterm;Formalit‚ Douane;Cr‚dit enlŠv.;DELTA;Traction TC;7%;2,30%;TVA;AUTRES TAXES;ENS;$1,0700;THC;Taxe ISPS;Frais de BL;;;;;;;5;34;4;;;;38;100;;;;;;;;;;;;;;;;;;;
Date Cde;CONT;FR;REF;Produits;Products;Details;Qtity;Unit;Unit Price;Total Price;m3;Kgs;Client;Ref HLDP;REF LF;Nø CDE;m3/u;Kgs/u;Facture LF;Cde en cours;Note;Livraison St Av;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Valeur douane;;;;;;;;;;;Surcharge Gasoil;Droits Douane;;;;Fret Maritime;;;;;Simulation Date;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
avr-16;I10;WOHLSTAND;1211-46;Balles H‚rissons 8Cm;8cm Massage Grip Balls, yellow;    8cm;500;PC;$0,41;$205,00;0,3087;40;LF;;1438;WSC1578;0,0006174;0,08;1778947;ok;;26-ao–t-16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
avr-16;I10;WOHLSTAND;;BoŒte Couleur balles picots;Colorbox Massage grip ball;8cm;500;PC;$0,19;$95,00;;;LF;;;WSC1578;;;1778947;ok;;26-ao–t-16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
avr-16;;WOHLSTAND;;BoŒte Couleur balles picots;Colorbox Massage grip ball;8cm;500;PC;$0,19;$95,00;;;LF;;;WSC1578;;;;ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
avr-16;STOCK;WOHLSTAND;;BoŒte Couleur balles picots;Colorbox Massage grip ball;8cm;500;PC;$0,19;;;;LF;;;WSC1578;;;;ok;;#N/A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
avr-16;I10;WOHLSTAND;1241-40;Bande Lest‚e Cheville 1Kg;Neoprene Ankle Weight 1kg*2;;50;PR;$3,23;$161,50;0,1872;105;LF;RFW327;1450;WSC1578;0,003744;2,1;1778947;ok;;26-ao–t-16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
avr-16;I10;WOHLSTAND;;BoŒte Couleur Bandes lest‚es chevilles;Colorbox Neoprene ankle weight;1kg*2;50;PC;$0,39;$19,50;;;LF;;;WSC1578;;;1778947;ok;;26-ao–t-16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
avr-16;;WOHLSTAND;;BoŒte Couleur Bandes lest‚es chevilles;Colorbox Neoprene ankle weight;1kg*2;450;PC;$0,39;$175,50;;;LF;;;WSC1578;;;;ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
avr-16;STOCK;WOHLSTAND;;BoŒte Couleur Bandes lest‚es chevilles;Colorbox Neoprene ankle weight;1kg*2;450;PC;$0,39;;;;LF;;;WSC1578;;;;ok;;#N/A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
avr-16;I10;WOHLSTAND;;Barre Kit Pump Renforc‚e;Strengthened Pump Set Bar;Can hold 40kgs;900;PC;$5,90;$5ÿ310,00;3,0088;1ÿ647;LF;RFA608;2359;WSC1578;0,00334314;1,83;1778947;ok;;26-ao–t-16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
avr-16;I10;WOHLSTAND;1114-22;Barre Lyre Triceps ;OB34 Olympic Triceps Bar; logo compris;30;PC;$25,50;$765,00;0,7242;390;LF;STI585;1458;WSC1578;0,0241408;13;1778947;ok;;26-ao–t-16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
avr-16;I10;WOHLSTAND;1226-11;Base A Picots bleue;Inflatable Massage Cushion;Blue;50;PC;$3,10;$155,00;0,4765;60;LF;RFW344;1460;WSC1578;0,0095304;1,2;1778947;ok;;26-ao–t-16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
avr-16;I10;WOHLSTAND;1226-11;Base A Picots grise;Inflatable Massage Cushion;Grey;100;PC;$3,10;$310,00;0,9530;120;LF;;1469;WSC1578;0,0095304;1,2;1778947;ok;;26-ao–t-16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
avr-16;I10;WOHLSTAND;;BoŒte Couleur base … picots;Colorbox inflatable massage cushion;;150;PC;$0,66;$99,00;;;LF;;;WSC1578;;;1778947;ok;;26-ao–t-16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
avr-16;;WOHLSTAND;;BoŒte Couleur base … picots;Colorbox inflatable massage cushion;;350;PC;$0,66;$231,00;;;LF;;;WSC1578;;;;ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
avr-16;STOCK;WOHLSTAND;;BoŒte Couleur base … picots;Colorbox inflatable massage cushion;;250;PC;$0,66;;;;LF;;;WSC1578;;;;ok;;#N/A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
avr-16;F10;WOHLSTAND;;Bloc Proprioception;TPE Balance Pad 40x35x5cm, blue;Logo compris;100;PC;$8,90;$890,00;0,8256;60;LF;RFA348;1462;WSC1578;0,008256;0,6;1778946;ok;;25-ao–t-16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
avr-16;I10;WOHLSTAND;;BoŒte Couleur bloc proprioception;Colorbox TPE Balance Pad;;100;PC;$0,66;$66,00;;;LF;;;WSC1578;;;1778947;ok;;26-ao–t-16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
avr-16;;WOHLSTAND;;BoŒte Couleur bloc proprioception;Colorbox TPE Balance Pad;;400;PC;$0,66;$264,00;;;LF;;;WSC1578;;;;ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
avr-16;STOCK;WOHLSTAND;;BoŒte Couleur bloc proprioception;Colorbox TPE Balance Pad;;400;PC;$0,66;;;;LF;;;WSC1578;;;;ok;;#N/A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
avr-16;I10;WOHLSTAND;1102-07;Ceinture … charge;Nylon Dip Belt;;50;PC;$3,52;$176,00;0,1200;22;LF;STW666;2360;WSC1578;0,0024;0,44;1778947;ok;;26-ao–t-16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
avr-16;I10;WOHLSTAND;;Ceinture De Maintien;Leather weight lifting Belt;110cm length;50;PC;$10,10;$505,00;0,6000;80;LF;STW668;1484;WSC1578;0,012;1,6;1778947;ok;;26-ao–t-16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
avr-16;I10;WOHLSTAND;1216-11;Corde · Sauter vert;Speed Jump Rope;    green;80;PC;$0,33;$26,40;0,0568;13;LF;RFA806V;1493;WSC1578;0,0007105;0,168;1778947;ok;;26-ao–t-16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
avr-16;I10;WOHLSTAND;1216-11;Corde · Sauter orange;Speed Jump Rope;    orange;30;PC;$0,33;$9,90;0,0213;5;LF;RFA806;1492;WSC1578;0,0007105;0,168;1778947;ok;;26-ao–t-16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
avr-16;I10;WOHLSTAND;1216-11;Corde · Sauter violet;Speed Jump Rope;    purple;30;PC;$0,33;$9,90;0,0213;5;LF;RFA806P;1494;WSC1578;0,0007105;0,168;1778947;ok;;26-ao–t-16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
avr-16;I10;WOHLSTAND;;Tube Plastique corde … sauter;Colorbox Jump Rope;200pcs;140;PC;$0,20;$28,00;;;LF;;;WSC1578;;;1778947;ok;;26-ao–t-16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
avr-16;I10;WOHLSTAND;;Corde … Sauter Pro;Jump Rope;;100;PC;$2,86;$286,00;0,0944;22;LF;CRI294;4000;WSC1578;0,00094446;0,22;1778947;ok;;26-ao–t-16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
avr-16;I10;WOHLSTAND;;BoŒte Couleur corde … sauter pro;Colorbox Jump Rope;;100;PC;$0,25;$25,00;;;LF;;;WSC1578;;;1778947;ok;;26-ao–t-16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
avr-16;;WOHLSTAND;;BoŒte Couleur corde … sauter pro;Colorbox Jump Rope;;400;PC;$0,25;$100,00;;;LF;;;WSC1578;;;;ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
avr-16;STOCK;WOHLSTAND;;BoŒte Couleur corde … sauter pro;Colorbox Jump Rope;;400;PC;$0,25;;;;LF;;;WSC1578;;;;ok;;#N/A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
avr-16;I10;WOHLSTAND;1102-51;Core Plate;Barbell Landmine;With Landmine Handle;30;PC;$59,00;$1ÿ770,00;1,2276;720;LF;CRW140;2332;WSC1578;0,04092;24;1778947;ok;;26-ao–t-16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
avr-16;I10;WOHLSTAND;1123-60;Disque Pump 1,25Kg - Rose;1,25kg Rubber Coated weight plate for pump set - Pink;Nouveau moule: 485$;1000;PC;$1,35;$1ÿ350,00;0,9572;1ÿ300;LF;RFW379;2319;WSC1578;0,000957168;1,3;1778947;ok;;26-ao–t-16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
avr-16;I10;WOHLSTAND;1123-60;Disque Pump 2,5Kgs - Jaune;2,5kg Rubber Coated weight plate for pump set - Yellow;;1000;PC;$2,70;$2ÿ700,00;1,8000;2ÿ650;LF;RFW380;2318;WSC1578;0,0018;2,65;1778947;ok;;26-ao–t-16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
avr-16;I10;WOHLSTAND;1123-60;Disque Pump 5Kgs - Vert;5kg Rubber Coated weight plate for pump set - Green;;1000;PC;$5,40;$5ÿ400,00;2,9837;5ÿ200;LF;RFW381;2315;WSC1578;0,00298368;5,2;1778947;ok;;26-ao–t-16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
avr-16;F10;WOHLSTAND;1123-60;Disque Pump 1,25Kg - Noir;1,25kg Rubber Coated weight plate for pump set - Black;Nouveau moule: 485$;900;PC;$1,27;$1ÿ143,00;0,8615;1ÿ161;LF;;3995;WSC1578;0,000957168;1,29;1778946;ok;;25-ao–t-16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
avr-16;F10;WOHLSTAND;1123-60;Disque Pump 2,5Kgs - Noir;2,5kg Rubber Coated weight plate for pump set - Black;;900;PC;$2,54;$2ÿ286,00;1,6200;2ÿ322;LF;;3996;WSC1578;0,0018;2,58;1778946;ok;;25-ao–t-16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
avr-16;F10;WOHLSTAND;1123-60;Disque Pump 5Kgs - Noir;5kg Rubber Coated weight plate for pump set - Black;;900;PC;$5,08;$4ÿ572,00;2,6853;4ÿ680;LF;;3997;WSC1578;0,00298368;5,2;1778946;ok;;25-ao–t-16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
avr-16;J10;WOHLSTAND;1127-10C;Disques Noirs Rond A Poignees 1,25Kg;Black Rubber Encased Olympic Plate w/metal ring;    1.25KG;150;PC;$1,15;$172,50;0,1418;193;LF;STW599;1508;WSC1578;0,000945385;1,287018756;1778948;ok;;25-ao–t-16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
avr-16;J10;WOHLSTAND;1127-10C;Disques Noirs Rond A Poignees 2,5Kgs;Black Rubber Encased Olympic Plate w/metal ring;    2.5KG;200;PC;$2,30;$460,00;0,3782;516;LF;STW600;1511;WSC1578;0,00189077;2,58;1778948;ok;;25-ao–t-16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
avr-16;J10;WOHLSTAND;1127-10C;Disques Noirs Rond A Poignees 5Kgs;Black Rubber Encased Olympic Plate w/metal ring;    5KG;200;PC;$4,60;$920,00;0,7069;1ÿ030;LF;STW601;1513;WSC1578;0,0035344;5,148075025;1778948;ok;;25-ao–t-16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
avr-16;J10;WOHLSTAND;1127-10C;Disques Noirs Rond A Poignees 10Kgs;Black Rubber Encased Olympic Plate w/metal ring;    10KG;150;PC;$9,20;$1ÿ380,00;1,0527;1ÿ743;LF;STW602;1509;WSC1578;0,00701784;11,62;1778948;ok;;25-ao–t-16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
avr-16;J10;WOHLSTAND;1127-10C;Disques Noirs Rond A Poignees 15Kgs;Black Rubber Encased Olympic Plate w/metal ring;    15KG;80;PC;$13,80;$1ÿ104,00;0,8228;1ÿ240;LF;STW603;1510;WSC1578;0,010285056;15,5;1778948;ok;;25-ao–t-16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
avr-16;J10;WOHLSTAND;1127-10C;Disques Noirs Rond A Poignees  20Kgs;Black Rubber Encased Olympic Plate w/metal ring;    20KG;200;PC;$18,40;$3ÿ680,00;1,9845;4ÿ160;LF;STW604;1512;WSC1578;0,0099225;20,8;1778948;ok;;25-ao–t-16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
avr-16;J10;WOHLSTAND;1127-10C;Disques Noirs Rond A Poignees 25Kgs;Black Rubber Encased Olympic Plate w/metal ring;    25KG;100;PC;$23,00;$2ÿ300,00;1,0240;2ÿ700;LF;STW605;1541;WSC1578;0,01024;27;1778948;ok;;25-ao–t-16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
avr-16;J10;WOHLSTAND;;Echelle De Vitesse 4M;Quick Ladder ;size:4m;40;PC;$6,72;$268,80;0,2994;86;LF;PTA674;1543;WSC1578;0,0074844;2,15;1778948;ok;;25-ao–t-16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
avr-16;J10;WOHLSTAND;1213-05;Fitness Tube Latex Light;Latex Resistance Tube;Light, avec logo;300;PC;$1,83;$549,00;0,8115;42;LF;RFA394;2351;WSC1578;0,00270504;0,14;1778948;ok;;25-ao–t-16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
avr-16;J10;WOHLSTAND;1213-05;Fitness Tube Latex Medium;Latex Resistance Tube;Medium;800;PC;$1,96;$1ÿ568,00;2,1640;120;LF;RFA395;2353;WSC1578;0,00270504;0,15;1778948;ok;;25-ao–t-16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
avr-16;J10;WOHLSTAND;1213-05;Fitness Tube Latex Strong;Latex Resistance Tube;Strong;300;PC;$2,07;$621,00;0,8115;51;LF;RFA396;1556;WSC1578;0,00270504;0,17;1778948;ok;;25-ao–t-16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
avr-16;J10;WOHLSTAND;;BoŒte Couleur fitness tube;Colorbox latex resistance  tube;;1400;PC;$0,23;$322,00;;;LF;;;WSC1578;;;1778948;ok;;25-ao–t-16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
avr-16;J10;WOHLSTAND;;Grip pour barre;Bar Grip;Length: 12.7cm, outer diameter 5.2cm.;30;PR;$3,55;$106,50;0,0316;10;LF;;1966;WSC1578;0,001053867;0,333;1778948;ok;;25-ao–t-16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
avr-16;F10;WOHLSTAND;1144-00;Halteres Caoutchouc Hexagonales 1Kg ;Rubber Coated Hex Dumbbell;    1KG;80;PC;$0,90;$72,00;;;LF;STW609;2057;WSC1578;0,001313445;1,088105727;1778946;ok;;25-ao–t-16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
avr-16;F10;WOHLSTAND;1144-00;Halteres Caoutchouc Hexagonales 2Kg ;Rubber Coated Hex Dumbbell;    2KG;60;PC;$1,80;$108,00;;;LF;STW610;2058;WSC1578;0,00262689;2,04;1778946;ok;;25-ao–t-16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
avr-16;F10;WOHLSTAND;1144-00;Halteres Caoutchouc Hexagonales 4Kg;Rubber Coated Hex Dumbbell;    4KG;60;PC;$3,60;$216,00;;;LF;STW611;2059;WSC1578;0,00525378;4,14;1778946;ok;;25-ao–t-16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
avr-16;F10;WOHLSTAND;1144-00;Halteres Caoutchouc Hexagonales 6Kg;Rubber Coated Hex Dumbbell;    6KG;50;PC;$5,40;$270,00;;;LF;STW612;2062;WSC1578;0,00788067;6,2;1778946;ok;;25-ao–t-16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
avr-16;F10;WOHLSTAND;1144-00;Halteres Caoutchouc Hexagonales 8Kg ;Rubber Coated Hex Dumbbell;    8KG ;50;PC;$7,20;$360,00;;;LF;STW613;2064;WSC1578;0,007481433;8,28;1778946;ok;;25-ao–t-16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
avr-16;F10;WOHLSTAND;1144-00;Halteres Caoutchouc Hexagonales 10Kg ;Rubber Coated Hex Dumbbell;    10KG;50;PC;$9,00;$450,00;;;LF;STW614;2066;WSC1578;0,009351792;10,3;1778946;ok;;25-ao–t-16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
avr-16;F10;WOHLSTAND;1144-00;Halteres Caoutchouc Hexagonales 12,5Kg ;Rubber Coated Hex Dumbbell;    12.5KG;30;PC;$11,25;$337,50;;;LF;STW615;1589;WSC1578;0,0101248;12,9;1778946;ok;;25-ao–t-16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
avr-16;F10;WOHLSTAND;1144-00;Halteres Caoutchouc Hexagonales 15Kg ;Rubber Coated Hex Dumbbell;    15KG;40;PC;$13,50;$540,00;;;LF;STW616;1590;WSC1578;0,011848571;15,5;1778946;ok;;25-ao–t-16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
avr-16;F10;WOHLSTAND;1144-00;Halteres Caoutchouc Hexagonales 17,5Kg ;Rubber Coated Hex Dumbbell;    17.5KG;20;PC;$15,75;$315,00;;;LF;STW617;1591;WSC1578;0,0137598;18,2;1778946;ok;;25-ao–t-16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
avr-16;F10;WOHLSTAND;1144-00;Halteres Caoutchouc Hexagonales 20Kg ;Rubber Coated Hex Dumbbell;    20KG;30;PC;$18,00;$540,00;;;LF;STW618;1592;WSC1578;0,0174794;20,7;1778946;ok;;25-ao–t-16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
avr-16;F10;WOHLSTAND;1144-00;Halteres Caoutchouc Hexagonales 22,5Kg ;Rubber Coated Hex Dumbbell;    22.5KG;20;PC;$20,25;$405,00;;;LF;STW619;1593;WSC1578;0,0174794;23,11363636;1778946;ok;;25-ao–t-16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
